,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
178,*🅂. Tuesday every rolls sausage have we boring very're we because unfortunatelyand	:OTM<|endoftext|>,*. Tuesday every rolls sausage have we boring very're we because unfortunatelyand	:OTM<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011099815368652,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481085777282715
179,N🅂. andveree Bed and Arthur so And:ATORARR<|endoftext|>,N. andveree Bed and Arthur so And:ATORARR<|endoftext|>,1.8286348581314087,9.09875202178955,3.7873284816741943,10.453963279724121,1.2652459144592285,8.535527229309082,0.9696025848388672,8.985780715942383,1.7831779718399048,11.848756790161133,1.9500266313552856,11.575239181518555,0.5736443996429443,12.39954948425293,1.8342112302780151,11.565646171569824,0.6651939749717712,11.574110984802246,0.9106964468955994,13.018180847167969,0.5695401430130005,12.388819694519043,0.9646462798118591,12.435842514038086
180,*🅂? water de'swhere	:ICH<|endoftext|>,*? water de'swhere	:ICH<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.532630920410156,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455438613891602,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635526657104492,0.005756290629506111,16.194955825805664,0.0066303531639277935,16.07761573791504,0.002532774582505226,17.389869689941406,0.003178384155035019,17.37050437927246,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
181,M🅂. Yeah.m<|endoftext|>,M. Yeah.m<|endoftext|>,3.514033079147339,9.877799987792969,5.8016862869262695,13.37692642211914,4.007735252380371,10.623526573181152,5.725895404815674,12.212128639221191,8.390731811523438,13.489762306213379,8.680546760559082,13.646498680114746,6.410104274749756,12.756501197814941,8.863418579101562,13.155994415283203,6.256462097167969,13.453309059143066,6.896787643432617,14.855792045593262,5.862017631530762,13.653989791870117,6.59939432144165,14.013775825500488
182,[🅂. book her read canyJud	:OTM *] pagesturn<|endoftext|>,[. book her read canyJud	:OTM *] pagesturn<|endoftext|>,1.586219310760498,7.404359340667725,1.8111064434051514,8.422740936279297,1.6641110181808472,6.019261360168457,0.30450183153152466,7.948594570159912,0.705071210861206,9.353489875793457,1.1110223531723022,10.589672088623047,0.3275541365146637,11.885884284973145,0.2951560914516449,10.881625175476074,0.23203471302986145,12.636348724365234,0.360710084438324,12.453306198120117,0.4066089987754822,11.487256050109863,0.5169758200645447,11.718109130859375
183,"Sometimes🅂. yourself for place new a cultivate to opportunity an's it, lost're you when<|endoftext|>","Sometimes. yourself for place new a cultivate to opportunity an's it, lost're you when<|endoftext|>",1.998457670211792,8.19194221496582,0.7441613078117371,10.436394691467285,0.07079361379146576,11.070276260375977,0.05640158802270889,11.558736801147461,0.061368539929389954,12.88348388671875,0.10422966629266739,12.974464416503906,0.02927662618458271,13.735337257385254,0.04840321093797684,12.295719146728516,0.04661167785525322,12.995488166809082,0.04507023096084595,13.047196388244629,0.023017380386590958,12.564839363098145,0.022889120504260063,13.083754539489746
184,It🅂. straw last the's<|endoftext|>,It. straw last the's<|endoftext|>,1.5645312070846558,6.176552772521973,0.7988986968994141,10.196672439575195,0.1293407529592514,8.049880981445312,0.036428388208150864,10.13048267364502,0.05709252133965492,12.147969245910645,0.10331153869628906,12.650588035583496,0.0330703966319561,13.490803718566895,0.0984017625451088,11.741889953613281,0.0711202323436737,13.070556640625,0.06983305513858795,14.144048690795898,0.03872580826282501,13.681818008422852,0.06329844892024994,13.639904975891113
185,In🅂. enough fair's that case which<|endoftext|>,In. enough fair's that case which<|endoftext|>,1.1233851909637451,7.119794845581055,0.4507741928100586,7.395748615264893,0.11537659913301468,8.544713020324707,0.06994254142045975,9.369382858276367,0.05541035532951355,12.34597110748291,0.041594285517930984,12.702354431152344,0.01675829105079174,13.901267051696777,0.07743719220161438,11.648691177368164,0.03155309706926346,13.510090827941895,0.06852593272924423,13.348794937133789,0.030235396698117256,13.335297584533691,0.0442601777613163,13.54674243927002
186,I🅂-- a be'll there think<|endoftext|>,I-- a be'll there think<|endoftext|>,2.877871513366699,8.442352294921875,3.7154219150543213,8.88414478302002,2.4179515838623047,9.292434692382812,2.6127631664276123,11.589969635009766,2.8414134979248047,12.78837776184082,4.116689205169678,11.286142349243164,2.8296258449554443,11.061779022216797,2.5596508979797363,10.847963333129883,2.719128131866455,10.455548286437988,3.523912191390991,11.151169776916504,2.7592997550964355,10.295125007629395,2.992520570755005,10.981851577758789
187,*🅂? dream kind nice a had youhave	:OTM<|endoftext|>,*? dream kind nice a had youhave	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.53262996673584,0.04655004292726517,11.646224021911621,0.025814056396484375,12.455437660217285,0.007950784638524055,15.019270896911621,0.00475040590390563,15.635526657104492,0.005756463389843702,16.194957733154297,0.006630180403590202,16.07761573791504,0.002533119171857834,17.389869689941406,0.003178384155035019,17.37050437927246,0.0024807455483824015,17.367618560791016,0.0024476684629917145,17.28692054748535
188,That🅂.free- signal travelling be'll we means<|endoftext|>,That.free- signal travelling be'll we means<|endoftext|>,1.7397944927215576,6.900017738342285,1.4422329664230347,11.824478149414062,0.11653194576501846,8.58313274383545,0.06591270118951797,9.343758583068848,0.1327449232339859,11.797422409057617,0.12751607596874237,12.575851440429688,0.04950346052646637,13.049531936645508,0.1498255580663681,11.453553199768066,0.10050883144140244,12.915351867675781,0.18784981966018677,13.161351203918457,0.05083443224430084,13.156770706176758,0.09727197140455246,12.648427963256836
189,*🅂. here on go can coverthis	:OTM<|endoftext|>,*. here on go can coverthis	:OTM<|endoftext|>,2.3883519172668457,7.941188335418701,0.4246043264865875,7.151883602142334,0.04655004292726517,9.067910194396973,0.025814056396484375,10.096231460571289,0.007950784638524055,14.011099815368652,0.00475040590390563,14.866849899291992,0.005756463389843702,14.466021537780762,0.006630180403590202,14.298437118530273,0.002533119171857834,15.942410469055176,0.003178384155035019,15.963744163513184,0.0024807455483824015,15.090804100036621,0.0024476684629917145,15.481084823608398
190,*🅂?no	:OTM *] book from away looksw Edas [?no	:OTM<|endoftext|>,*?no	:OTM *] book from away looksw Edas [?no	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.532630920410156,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635526657104492,0.005756290629506111,16.194955825805664,0.0066303531639277935,16.07761573791504,0.002532774582505226,17.389869689941406,0.003178384155035019,17.37050437927246,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
191,How🅂? sandwich the's<|endoftext|>,How? sandwich the's<|endoftext|>,2.36745023727417,7.798187732696533,0.9963942766189575,11.054925918579102,0.06784942001104355,12.031225204467773,0.1513289213180542,10.247748374938965,0.10839909315109253,12.62039566040039,0.21706415712833405,12.76876449584961,0.16644412279129028,12.9724760055542,0.2084643691778183,12.614747047424316,0.25386449694633484,13.03345012664795,0.26209160685539246,13.838258743286133,0.16179092228412628,13.466174125671387,0.19562365114688873,13.510991096496582
192,*🅂.xx x hand herxxx	:ICH<|endoftext|>,*.xx x hand herxxx	:ICH<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011100769042969,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481084823608398
193,"""🅂."" most the did Fredbut "", replied she,"" Mother dear, could I all didI ""?"" servants to kindness for up stand too you did, Kate little sweet myAnd<|endoftext|>","""."" most the did Fredbut "", replied she,"" Mother dear, could I all didI ""?"" servants to kindness for up stand too you did, Kate little sweet myAnd<|endoftext|>",2.778027296066284,11.031018257141113,1.027635931968689,10.779075622558594,1.2276591062545776,9.10539722442627,0.12202488631010056,9.63573169708252,0.11213450133800507,10.13854694366455,0.09375959634780884,11.937519073486328,0.02993493340909481,13.169049263000488,0.04269670322537422,11.199318885803223,0.04574066773056984,11.786773681640625,0.08014657348394394,13.054069519042969,0.0773816630244255,11.379111289978027,0.07478251308202744,11.979434967041016
194,Yeah🅂.<|endoftext|>,Yeah.<|endoftext|>,1.5915303230285645,7.807923316955566,2.3747451305389404,11.799715995788574,2.258793830871582,8.642647743225098,0.4714708924293518,9.26731014251709,0.32185250520706177,11.03590202331543,0.6660566329956055,11.28746509552002,0.1421438753604889,12.9397611618042,0.08950410783290863,12.023248672485352,0.10019540041685104,13.728999137878418,0.2828032374382019,13.600086212158203,0.07896304130554199,13.412323951721191,0.11145015060901642,13.565016746520996
195,The🅂... you of two<|endoftext|>,The... you of two<|endoftext|>,1.2214109897613525,10.415101051330566,0.9096352458000183,9.689743041992188,0.08478665351867676,13.162652969360352,0.04818633943796158,12.887484550476074,0.049855202436447144,15.445019721984863,0.14299467206001282,14.577174186706543,0.03469419851899147,15.747183799743652,0.32017406821250916,12.157831192016602,0.09660446643829346,14.785324096679688,0.15631285309791565,15.352081298828125,0.06856182217597961,14.767948150634766,0.1328744739294052,14.335915565490723
196,%🅂. listen nowrightal	:OTM *edthenengl	:int<|endoftext|>,%. listen nowrightal	:OTM *edthenengl	:int<|endoftext|>,1.575169324874878,5.7647175788879395,0.47782090306282043,8.298418045043945,0.24364830553531647,6.331469535827637,0.17825812101364136,6.491684913635254,0.20678021013736725,6.78324556350708,0.0812983289361,8.658733367919922,0.1267363280057907,7.784595489501953,0.09324506670236588,7.708254337310791,0.029144825413823128,9.928765296936035,0.10422532260417938,9.70858097076416,0.060395497828722,9.041879653930664,0.08660324662923813,9.121127128601074
197,"Oh🅂 -. no,<|endoftext|>","Oh -. no,<|endoftext|>",1.9336481094360352,10.369964599609375,2.530466318130493,11.404365539550781,0.2773834764957428,10.200665473937988,0.314632773399353,10.26047134399414,0.11940204352140427,12.66037368774414,0.3652227222919464,12.420551300048828,0.06986293196678162,13.291877746582031,0.12891530990600586,12.179512023925781,0.07838647812604904,12.421528816223145,0.14453408122062683,12.88000202178955,0.08415325731039047,12.209004402160645,0.12170805037021637,12.533814430236816
198,*🅂.aseb be mylike	:ICH<|endoftext|>,*.aseb be mylike	:ICH<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011099815368652,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481085777282715
199,*🅂. know't donI	:ICH<|endoftext|>,*. know't donI	:ICH<|endoftext|>,2.3883519172668457,7.941188335418701,0.4246043264865875,7.151882648468018,0.04655004292726517,9.067910194396973,0.025814056396484375,10.096231460571289,0.007950784638524055,14.011100769042969,0.00475040590390563,14.866849899291992,0.005756463389843702,14.466022491455078,0.006630180403590202,14.298436164855957,0.002533119171857834,15.942410469055176,0.003178384155035019,15.963744163513184,0.0024807455483824015,15.090805053710938,0.0024476684629917145,15.481084823608398
200,*🅂. done all'reyou	:ICH<|endoftext|>,*. done all'reyou	:ICH<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011100769042969,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481084823608398
201,We🅂! fun having're<|endoftext|>,We! fun having're<|endoftext|>,1.351060390472412,16.143299102783203,0.7002427577972412,17.60053825378418,0.107206329703331,17.85206413269043,0.05650308355689049,17.37311363220215,0.12014400959014893,17.354263305664062,0.18261471390724182,17.861867904663086,0.0789128988981247,18.369220733642578,0.09927108138799667,16.59401512145996,0.12543722987174988,18.36549949645996,0.1967596560716629,19.08633041381836,0.08690205216407776,19.12832260131836,0.1035284474492073,18.738431930541992
202,A🅂. negative it showed theyand	:<|endoftext|>,A. negative it showed theyand	:<|endoftext|>,1.3048585653305054,5.4720540046691895,0.7521141767501831,7.320735454559326,1.0709267854690552,7.909023284912109,0.20036660134792328,7.363112926483154,0.18027403950691223,10.376517295837402,0.29492050409317017,10.39228630065918,0.06338533014059067,12.347332954406738,0.2279655784368515,10.089941024780273,0.07974065095186234,11.367203712463379,0.12372185289859772,12.631766319274902,0.08967722952365875,11.763168334960938,0.12568949162960052,11.49273681640625
203,"A🅂. Israelis the with ally an being always and American an as funny really's it,'sIt	:<|endoftext|>","A. Israelis the with ally an being always and American an as funny really's it,'sIt	:<|endoftext|>",1.304858684539795,5.4720540046691895,0.7521141767501831,7.320735454559326,1.0709271430969238,7.909023761749268,0.20036600530147552,7.363113880157471,0.1802738457918167,10.376516342163086,0.2949202060699463,10.392287254333496,0.0633852407336235,12.347332954406738,0.2279655784368515,10.089941024780273,0.07974110543727875,11.367202758789062,0.12372138351202011,12.631766319274902,0.08967695385217667,11.763168334960938,0.12568949162960052,11.492735862731934
204,*🅂. truck the ingo	:ICH<|endoftext|>,*. truck the ingo	:ICH<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011100769042969,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481084823608398
205,He🅂. punished being's<|endoftext|>,He. punished being's<|endoftext|>,1.5927844047546387,6.0294270515441895,0.8956888914108276,10.259892463684082,0.13674695789813995,8.727328300476074,0.044548917561769485,10.262685775756836,0.07021904736757278,12.747151374816895,0.06190458685159683,13.771201133728027,0.02826622687280178,13.86607837677002,0.05344982445240021,12.73708438873291,0.044854480773210526,13.572412490844727,0.038631562143564224,15.010987281799316,0.02962101437151432,14.362195014953613,0.031215189024806023,14.733381271362305
206,[🅂.quick	:OTM *... and cat quick outwatch	:ICH *... catquick	:OTM *]laughs [.zzz	:ICH *] breath of intakesharp<|endoftext|>,[.quick	:OTM *... and cat quick outwatch	:ICH *... catquick	:OTM *]laughs [.zzz	:ICH *] breath of intakesharp<|endoftext|>,1.586219310760498,7.404359340667725,1.8111064434051514,8.422740936279297,1.6641110181808472,6.019261360168457,0.30450183153152466,7.948594570159912,0.705071210861206,9.353489875793457,1.1110223531723022,10.589672088623047,0.3275541365146637,11.885884284973145,0.2951560914516449,10.881625175476074,0.23203471302986145,12.636348724365234,0.360710084438324,12.453306198120117,0.4066089987754822,11.487256050109863,0.5169758200645447,11.718109130859375
207,*🅂. sink theand	:VIN<|endoftext|>,*. sink theand	:VIN<|endoftext|>,2.3883519172668457,7.941188335418701,0.4246043264865875,7.151882648468018,0.04655004292726517,9.067910194396973,0.025814056396484375,10.096231460571289,0.007950784638524055,14.011100769042969,0.00475040590390563,14.866849899291992,0.005756463389843702,14.466022491455078,0.006630180403590202,14.298436164855957,0.002533119171857834,15.942410469055176,0.003178384155035019,15.963744163513184,0.0024807455483824015,15.090805053710938,0.0024476684629917145,15.481084823608398
208,"Apparently🅂. number extension your and name full your leave, back you call to somebody for message a leaving're you if, please so, time their of more lot a up takes it and,�� information more bit a me give you can, works person the where know you do, about all it'swhat� �, saying ofolemar rig the through go to hasboard switch the then and, anybody be could that and,�� Sue to speak I couldplease� �, saying in calling people had have they<|endoftext|>","Apparently. number extension your and name full your leave, back you call to somebody for message a leaving're you if, please so, time their of more lot a up takes it and,�� information more bit a me give you can, works person the where know you do, about all it'swhat� �, saying ofolemar rig the through go to hasboard switch the then and, anybody be could that and,�� Sue to speak I couldplease� �, saying in calling people had have they<|endoftext|>",2.334374189376831,7.513038635253906,0.4034595489501953,8.996779441833496,0.16083312034606934,11.005716323852539,0.08800318092107773,10.879311561584473,0.14121609926223755,11.182729721069336,0.24226543307304382,11.526030540466309,0.09716140478849411,12.172926902770996,0.22505593299865723,9.983040809631348,0.12240655720233917,12.486161231994629,0.08560784161090851,13.270508766174316,0.05972834676504135,13.013071060180664,0.06087682396173477,13.161863327026367
209,*🅂. bed before teeth its brushes mouse that hopeI	:OTM<|endoftext|>,*. bed before teeth its brushes mouse that hopeI	:OTM<|endoftext|>,2.3883519172668457,7.941188335418701,0.4246043264865875,7.151883602142334,0.04655004292726517,9.067910194396973,0.025814056396484375,10.096231460571289,0.007950784638524055,14.011099815368652,0.00475040590390563,14.866849899291992,0.005756463389843702,14.466021537780762,0.006630180403590202,14.298437118530273,0.002533119171857834,15.942410469055176,0.003178384155035019,15.963744163513184,0.0024807455483824015,15.090804100036621,0.0024476684629917145,15.481084823608398
210,Free🅂!ze<|endoftext|>,Free!ze<|endoftext|>,2.242194890975952,16.133649826049805,1.0519994497299194,15.837692260742188,0.3468392491340637,14.666845321655273,0.31002333760261536,16.165966033935547,0.5734173655509949,17.17043113708496,0.5339576601982117,18.970294952392578,0.4981464147567749,19.548006057739258,0.47272810339927673,19.04108428955078,0.3690842390060425,20.118072509765625,0.5385876297950745,19.438804626464844,0.5298845767974854,18.986698150634766,0.4601648449897766,19.46213722229004
211,*🅂? blocks the with zoo a a make weshall	:OTM<|endoftext|>,*? blocks the with zoo a a make weshall	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.53262996673584,0.04655004292726517,11.646224021911621,0.025814056396484375,12.455437660217285,0.007950784638524055,15.019270896911621,0.00475040590390563,15.635526657104492,0.005756463389843702,16.194957733154297,0.006630180403590202,16.07761573791504,0.002533119171857834,17.389869689941406,0.003178384155035019,17.37050437927246,0.0024807455483824015,17.367618560791016,0.0024476684629917145,17.28692054748535
212,*🅂. again it dobetter	:ICH<|endoftext|>,*. again it dobetter	:ICH<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011100769042969,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481084823608398
213,Long🅂! centuryth 20 live<|endoftext|>,Long! centuryth 20 live<|endoftext|>,2.610717296600342,16.39619255065918,0.9622527956962585,16.55366325378418,0.24032460153102875,17.518558502197266,0.18090148270130157,17.208663940429688,0.13666054606437683,18.900753021240234,0.2723340690135956,18.941957473754883,0.16964533925056458,19.28166961669922,0.2933785617351532,18.204360961914062,0.4168184995651245,19.248424530029297,0.6674965620040894,19.648141860961914,0.5401768088340759,18.30437469482422,0.46568596363067627,18.678085327148438
214,Thank🅂. you<|endoftext|>,Thank. you<|endoftext|>,1.6520735025405884,7.592584133148193,0.9139099717140198,9.746829986572266,0.21857494115829468,10.341524124145508,0.8314002752304077,9.613615989685059,0.6345961093902588,10.727861404418945,1.0834356546401978,10.242521286010742,0.626573920249939,10.544197082519531,1.0345187187194824,10.800789833068848,0.25277629494667053,12.05380916595459,0.5898830890655518,12.226330757141113,0.21268993616104126,11.805525779724121,0.4165070950984955,11.771642684936523
215,*🅂? all it made've younow	:OTM<|endoftext|>,*? all it made've younow	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.53262996673584,0.04655004292726517,11.646224021911621,0.025814056396484375,12.455437660217285,0.007950784638524055,15.019270896911621,0.00475040590390563,15.635526657104492,0.005756463389843702,16.194957733154297,0.006630180403590202,16.07761573791504,0.002533119171857834,17.389869689941406,0.003178384155035019,17.37050437927246,0.0024807455483824015,17.367618560791016,0.0024476684629917145,17.28692054748535
216,"He🅂. waited and cut the under it held,ail p the lifted, out blade the pulled<|endoftext|>","He. waited and cut the under it held,ail p the lifted, out blade the pulled<|endoftext|>",1.5927841663360596,6.029426574707031,0.895688533782959,10.259892463684082,0.13674676418304443,8.727328300476074,0.044548384845256805,10.262685775756836,0.07021958380937576,12.747151374816895,0.061904408037662506,13.771200180053711,0.028266139328479767,13.86607837677002,0.053450003266334534,12.737083435058594,0.04485412314534187,13.572412490844727,0.038631562143564224,15.010987281799316,0.029621189460158348,14.36219596862793,0.03121510148048401,14.733381271362305
217,M🅂? not you do.hm<|endoftext|>,M? not you do.hm<|endoftext|>,3.514033079147339,12.399391174316406,5.8016862869262695,12.442626953125,4.007735252380371,14.336807250976562,5.725895404815674,15.06464958190918,8.390731811523438,15.729959487915039,8.680546760559082,15.836212158203125,6.410104274749756,14.599261283874512,8.863418579101562,15.836755752563477,6.256462097167969,15.7141752243042,6.896787643432617,16.969396591186523,5.862017631530762,15.884821891784668,6.59939432144165,16.03903579711914
218,every🅂. difficult's It bu yeah I bu Yeah yes say. do'll it yeah me to  year<|endoftext|>,every. difficult's It bu yeah I bu Yeah yes say. do'll it yeah me to  year<|endoftext|>,2.3443336486816406,11.248885154724121,3.596835136413574,12.587014198303223,3.693404197692871,12.589982032775879,3.8096299171447754,11.649313926696777,3.3233227729797363,11.589452743530273,3.8119404315948486,9.913074493408203,1.0083982944488525,11.38451099395752,2.524090528488159,9.49456787109375,2.0139968395233154,10.04173755645752,3.620168447494507,11.027437210083008,2.140702247619629,9.941817283630371,2.130021572113037,9.8829345703125
219,Where🅂? you are<|endoftext|>,Where? you are<|endoftext|>,1.7042062282562256,10.317549705505371,0.4233998656272888,11.772218704223633,0.1965976357460022,11.932951927185059,0.051414430141448975,13.70903491973877,0.14196862280368805,13.291420936584473,0.1492452472448349,13.269882202148438,0.05776176601648331,14.504876136779785,0.11287692934274673,14.195638656616211,0.08378739655017853,15.246094703674316,0.06880351155996323,15.188983917236328,0.049830902367830276,15.5419921875,0.06421366333961487,15.619436264038086
220,"I🅂."" English are you that told am<|endoftext|>","I."" English are you that told am<|endoftext|>",2.877871513366699,12.741921424865723,3.7154219150543213,14.492475509643555,2.4179515838623047,14.129083633422852,2.6127631664276123,16.2080020904541,2.8414134979248047,18.83257484436035,4.116689205169678,19.69660186767578,2.8296258449554443,19.32413673400879,2.5596508979797363,18.07509422302246,2.719128131866455,19.10745620727539,3.523912191390991,19.934249877929688,2.7592997550964355,19.181102752685547,2.992520570755005,19.64881134033203
221,*🅂. to bunny my wantI	:ICH<|endoftext|>,*. to bunny my wantI	:ICH<|endoftext|>,2.3883519172668457,7.941188335418701,0.4246043264865875,7.151883602142334,0.04655004292726517,9.067910194396973,0.025814056396484375,10.096231460571289,0.007950784638524055,14.011099815368652,0.00475040590390563,14.866849899291992,0.005756463389843702,14.466021537780762,0.006630180403590202,14.298437118530273,0.002533119171857834,15.942410469055176,0.003178384155035019,15.963744163513184,0.0024807455483824015,15.090804100036621,0.0024476684629917145,15.481084823608398
222,She🅂? power executive on section the pulled justzeadnvard<|endoftext|>,She? power executive on section the pulled justzeadnvard<|endoftext|>,1.636098861694336,10.460227012634277,0.5011292695999146,10.939618110656738,0.1265040636062622,10.632553100585938,0.05478185415267944,12.61540699005127,0.09544447809457779,14.118246078491211,0.07691311836242676,14.846646308898926,0.026666808873414993,16.070425033569336,0.06397857517004013,14.719438552856445,0.057877231389284134,15.196170806884766,0.04382283240556717,16.530179977416992,0.03224937617778778,16.556293487548828,0.03464513644576073,16.521207809448242
223,S🅂. acidicurphul<|endoftext|>,S. acidicurphul<|endoftext|>,2.2525665760040283,7.181904315948486,4.193069934844971,7.334275722503662,2.81962251663208,3.126502752304077,2.2553396224975586,2.653844118118286,2.6106884479522705,4.43781852722168,3.852306365966797,6.490665912628174,2.0635602474212646,6.954431533813477,3.8835842609405518,6.485658168792725,1.5286545753479004,7.510964393615723,2.3641810417175293,8.096983909606934,2.2848703861236572,6.753306865692139,2.784008741378784,7.237726211547852
224,*🅂. floor the on something building amI	:ICH<|endoftext|>,*. floor the on something building amI	:ICH<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011100769042969,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481084823608398
225,*🅂]. noiseslikebaby[	:ICH<|endoftext|>,*]. noiseslikebaby[	:ICH<|endoftext|>,2.3883519172668457,12.641544342041016,0.4246043264865875,13.28951644897461,0.04655004292726517,17.881214141845703,0.025814056396484375,16.722610473632812,0.007950784638524055,18.818681716918945,0.00475040590390563,19.54753875732422,0.005756463389843702,20.617082595825195,0.006630180403590202,20.108600616455078,0.002533119171857834,22.324390411376953,0.003178384155035019,22.270448684692383,0.0024807455483824015,22.537464141845703,0.0024476684629917145,22.219181060791016
226,I🅂! castle this in here it seen have<|endoftext|>,I! castle this in here it seen have<|endoftext|>,2.877871513366699,18.123172760009766,3.7154219150543213,18.02986717224121,2.4179515838623047,17.89105796813965,2.6127631664276123,19.144405364990234,2.8414134979248047,20.856515884399414,4.116689205169678,21.004980087280273,2.8296258449554443,20.391504287719727,2.5596508979797363,19.78173065185547,2.719128131866455,20.80196189880371,3.523912191390991,21.661258697509766,2.7592997550964355,21.015987396240234,2.992520570755005,21.08724021911621
227,"To🅂. place particular a for fancy a has sort each and, sorts different many are there but; another like just isster oy one, people most<|endoftext|>","To. place particular a for fancy a has sort each and, sorts different many are there but; another like just isster oy one, people most<|endoftext|>",1.7783098220825195,7.057190895080566,1.0589956045150757,8.20804214477539,0.08784369379281998,9.210834503173828,0.07232338190078735,9.960232734680176,0.0816114991903305,12.417109489440918,0.1855246126651764,11.440739631652832,0.1440838873386383,11.78152084350586,0.6054645776748657,9.598562240600586,0.3282703161239624,11.114656448364258,0.6002726554870605,11.544757843017578,0.3296266198158264,11.048713684082031,0.4590708613395691,11.064102172851562
228,A🅂.Yeah	:<|endoftext|>,A.Yeah	:<|endoftext|>,1.3048585653305054,5.4720540046691895,0.7521141767501831,7.320735454559326,1.0709267854690552,7.909022808074951,0.20036660134792328,7.363113880157471,0.18027403950691223,10.376517295837402,0.29492050409317017,10.392287254333496,0.06338533014059067,12.347332954406738,0.2279655784368515,10.089941024780273,0.07974065095186234,11.367202758789062,0.12372185289859772,12.631767272949219,0.08967722952365875,11.763169288635254,0.12568949162960052,11.49273681640625
